pagina,numero_token_originali,numero_nodi_grafo,numero_archi_grafo,gradi_dei_nodi,coefficiente_clustering_medio,lunghezza_media_cammino_minimo
115,251,251,296,"[3, 5, 1, 5, 7, 1, 7, 5, 7, 0, 7, 0, 1, 0, 0, 0, 1, 0, 0, 6, 11, 1, 0, 0, 7, 1, 0, 0, 0, 0, 0, 3, 1, 11, 5, 0, 1, 0, 1, 2, 5, 3, 12, 1, 3, 1, 6, 1, 4, 1, 0, 1, 1, 1, 0, 0, 4, 11, 2, 6, 4, 1, 3, 0, 7, 7, 0, 1, 0, 3, 0, 0, 1, 7, 0, 0, 4, 1, 0, 6, 12, 0, 0, 6, 2, 0, 0, 0, 1, 4, 1, 12, 2, 0, 0, 4, 0, 4, 0, 11, 0, 1, 0, 6, 7, 3, 1, 3, 4, 1, 7, 0, 4, 1, 5, 0, 0, 2, 0, 4, 4, 0, 3, 1, 1, 2, 0, 6, 3, 2, 0, 1, 0, 1, 0, 0, 2, 5, 3, 12, 1, 3, 1, 6, 1, 4, 1, 11, 2, 4, 0, 0, 0, 1, 0, 11, 1, 1, 5, 0, 1, 3, 4, 0, 1, 11, 2, 1, 1, 0, 0, 7, 0, 11, 0, 6, 0, 1, 5, 2, 0, 2, 3, 1, 2, 0, 1, 0, 0, 0, 5, 0, 4, 5, 2, 7, 1, 4, 0, 0, 2, 0, 1, 0, 0, 7, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0, 1, 1, 0, 6, 7, 1, 2, 0, 3, 1, 0, 5, 2, 1, 5, 1, 0, 4, 0, 2, 1, 0, 2, 0, 12, 0, 0, 3, 0, 4, 7, 0, 0, 0, 0]",0.403030303030303,1.6593406593406594
116,243,243,235,"[0, 0, 1, 0, 2, 4, 0, 1, 2, 2, 0, 6, 0, 1, 1, 0, 6, 6, 3, 2, 1, 0, 1, 1, 1, 6, 4, 1, 0, 0, 0, 1, 0, 0, 0, 11, 6, 3, 1, 1, 0, 2, 0, 0, 6, 0, 0, 1, 6, 0, 4, 0, 2, 2, 6, 2, 2, 0, 3, 6, 3, 1, 0, 3, 0, 0, 1, 0, 10, 0, 0, 0, 0, 1, 1, 12, 1, 1, 0, 0, 0, 0, 2, 2, 2, 0, 0, 0, 1, 0, 2, 2, 1, 1, 1, 0, 1, 3, 2, 1, 2, 1, 0, 6, 1, 1, 11, 0, 0, 2, 1, 3, 0, 3, 2, 1, 2, 2, 0, 0, 4, 0, 0, 11, 0, 0, 6, 0, 0, 1, 1, 1, 2, 0, 2, 0, 0, 0, 0, 1, 1, 3, 6, 0, 1, 3, 0, 2, 1, 12, 0, 12, 2, 2, 0, 0, 10, 2, 0, 3, 2, 0, 0, 0, 6, 2, 0, 6, 1, 0, 2, 2, 6, 1, 2, 1, 0, 0, 1, 6, 0, 1, 12, 1, 0, 0, 0, 2, 2, 0, 0, 0, 0, 0, 0, 0, 2, 12, 2, 0, 0, 2, 1, 1, 4, 12, 0, 0, 3, 6, 1, 0, 0, 1, 0, 1, 1, 1, 1, 6, 0, 6, 0, 0, 2, 0, 1, 0, 0, 12, 0, 6, 1, 0, 12, 2, 2, 12, 2, 0, 0, 0, 0]",0.3583738620775658,2.019047619047619
117,272,272,338,"[0, 0, 14, 1, 0, 14, 0, 10, 4, 0, 2, 2, 0, 0, 0, 10, 0, 0, 1, 0, 1, 3, 0, 1, 6, 10, 0, 4, 14, 0, 10, 0, 14, 0, 1, 0, 0, 14, 0, 0, 0, 0, 1, 0, 1, 1, 0, 1, 0, 0, 0, 10, 0, 0, 6, 1, 4, 0, 5, 0, 4, 10, 2, 0, 7, 2, 14, 0, 1, 0, 6, 0, 0, 1, 3, 1, 3, 0, 0, 1, 3, 0, 7, 4, 4, 0, 0, 0, 3, 2, 0, 1, 0, 2, 1, 7, 4, 5, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 4, 1, 1, 6, 3, 0, 6, 3, 5, 0, 5, 0, 0, 7, 0, 3, 2, 10, 2, 1, 0, 1, 2, 0, 1, 0, 1, 1, 0, 14, 3, 10, 2, 0, 2, 1, 1, 0, 1, 0, 0, 0, 1, 0, 1, 6, 7, 4, 0, 0, 2, 1, 1, 1, 10, 0, 0, 0, 1, 0, 1, 0, 14, 3, 3, 4, 14, 0, 0, 3, 0, 0, 0, 6, 2, 0, 7, 0, 14, 4, 2, 0, 0, 5, 0, 6, 0, 2, 0, 1, 0, 0, 14, 1, 0, 3, 1, 3, 10, 0, 0, 9, 2, 0, 1, 0, 2, 4, 3, 0, 0, 10, 0, 0, 7, 4, 2, 1, 1, 0, 0, 14, 0, 0, 0, 0, 0, 14, 0, 14, 1, 1, 0, 0, 0, 3, 5, 0, 5, 0, 5, 5, 2, 0, 0, 0, 1, 5, 3, 5, 6, 0, 0, 0, 0, 0, 1, 0, 14, 4, 0, 0, 0, 0]",0.3621732026143791,1.0
118,252,252,261,"[0, 0, 0, 0, 13, 8, 8, 2, 13, 1, 1, 0, 1, 13, 0, 1, 0, 0, 8, 5, 5, 0, 0, 0, 0, 0, 8, 0, 1, 0, 2, 5, 0, 13, 2, 0, 0, 5, 6, 0, 1, 2, 0, 6, 2, 2, 1, 0, 0, 0, 0, 1, 5, 6, 0, 13, 0, 5, 0, 13, 1, 1, 0, 4, 0, 0, 0, 0, 0, 1, 2, 0, 13, 0, 0, 0, 0, 5, 8, 0, 8, 1, 1, 0, 3, 5, 5, 3, 0, 0, 1, 0, 1, 3, 2, 5, 1, 0, 2, 1, 2, 1, 0, 6, 0, 6, 0, 1, 0, 0, 0, 1, 0, 5, 0, 3, 3, 1, 4, 5, 0, 0, 0, 0, 13, 0, 1, 0, 3, 13, 0, 0, 3, 0, 0, 0, 2, 0, 0, 0, 1, 8, 3, 2, 5, 0, 0, 3, 1, 0, 0, 5, 0, 0, 1, 0, 0, 5, 8, 0, 6, 0, 0, 2, 4, 0, 5, 0, 6, 0, 13, 0, 1, 1, 0, 1, 0, 0, 13, 1, 0, 0, 3, 0, 1, 2, 1, 1, 1, 0, 0, 0, 1, 1, 13, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0, 5, 1, 0, 4, 0, 1, 2, 0, 0, 0, 1, 0, 0, 3, 0, 1, 13, 1, 1, 1, 1, 0, 0, 3, 0, 5, 0, 0, 0, 0, 0, 4, 8, 0, 1, 1, 1, 13, 0, 1, 0, 0, 0, 0, 0, 0, 0]",0.3002645502645503,1.0
119,226,226,237,"[0, 6, 1, 2, 3, 10, 1, 0, 4, 1, 2, 1, 0, 1, 10, 7, 2, 0, 0, 0, 0, 0, 0, 0, 1, 3, 6, 7, 0, 10, 4, 0, 1, 2, 7, 1, 6, 1, 2, 0, 2, 0, 10, 0, 7, 0, 4, 7, 2, 1, 4, 0, 0, 0, 2, 0, 1, 3, 2, 0, 0, 1, 6, 2, 0, 2, 8, 1, 1, 7, 6, 0, 1, 2, 8, 1, 1, 0, 7, 0, 0, 1, 0, 0, 0, 10, 0, 0, 10, 0, 0, 2, 0, 0, 0, 6, 0, 10, 8, 3, 10, 0, 1, 1, 0, 0, 2, 0, 7, 1, 7, 2, 2, 0, 1, 1, 0, 1, 1, 0, 4, 0, 0, 1, 3, 0, 0, 1, 1, 1, 1, 1, 4, 1, 6, 0, 0, 4, 1, 7, 0, 4, 1, 0, 0, 1, 0, 10, 0, 4, 7, 0, 4, 1, 3, 0, 3, 1, 2, 0, 0, 0, 2, 0, 1, 0, 2, 1, 1, 3, 0, 1, 0, 2, 0, 4, 0, 4, 2, 4, 0, 0, 0, 0, 1, 0, 0, 0, 0, 4, 2, 4, 6, 2, 0, 2, 10, 0, 0, 8, 0, 0, 3, 2, 2, 2, 2, 6, 2, 0, 0, 1, 6, 0, 0, 0, 0, 0, 0, 0, 10, 7, 0, 0, 0, 0]",0.3892119679730299,1.0
120,255,255,212,"[0, 0, 2, 0, 8, 3, 1, 4, 1, 0, 0, 3, 3, 4, 1, 7, 0, 1, 1, 1, 1, 1, 0, 2, 3, 1, 1, 0, 1, 1, 0, 7, 2, 2, 0, 1, 7, 2, 2, 0, 1, 7, 2, 2, 0, 0, 0, 3, 1, 1, 7, 6, 0, 6, 2, 1, 7, 6, 0, 0, 0, 0, 0, 8, 0, 1, 8, 4, 1, 0, 4, 2, 0, 0, 0, 2, 0, 0, 8, 0, 3, 0, 0, 8, 0, 1, 2, 3, 4, 0, 3, 3, 1, 4, 0, 0, 0, 0, 0, 1, 4, 6, 2, 2, 0, 0, 3, 0, 0, 6, 2, 0, 0, 1, 1, 3, 4, 3, 2, 6, 1, 0, 6, 2, 0, 6, 1, 0, 0, 1, 1, 0, 1, 0, 3, 0, 0, 2, 0, 4, 0, 4, 0, 4, 0, 0, 0, 1, 1, 1, 0, 1, 3, 0, 4, 0, 4, 4, 2, 4, 0, 0, 1, 1, 1, 1, 2, 8, 0, 2, 0, 0, 1, 0, 6, 0, 1, 0, 0, 4, 2, 0, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1, 0, 0, 0, 4, 1, 1, 2, 1, 4, 0, 0, 8, 2, 0, 1, 1, 1, 0, 0, 0, 1, 1, 0, 1, 2, 6, 2, 3, 1, 0, 0, 0, 0, 1, 0, 1, 6, 0, 1, 1, 8, 3, 4, 1, 0, 7, 0, 0, 0, 0, 1, 8, 0, 1, 0, 0, 0, 0]",0.32664799253034543,1.7636363636363637
121,214,214,174,"[2, 1, 1, 0, 0, 1, 0, 6, 1, 2, 0, 4, 3, 0, 1, 0, 0, 0, 0, 0, 6, 1, 3, 3, 0, 0, 4, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 3, 0, 0, 0, 1, 2, 0, 0, 0, 1, 0, 1, 1, 2, 1, 1, 2, 0, 3, 0, 1, 2, 0, 2, 3, 0, 0, 3, 4, 0, 0, 0, 2, 1, 0, 4, 2, 0, 0, 0, 4, 3, 1, 3, 11, 3, 1, 0, 3, 1, 2, 0, 11, 0, 0, 11, 0, 9, 2, 0, 6, 0, 0, 9, 9, 3, 1, 3, 0, 4, 0, 0, 2, 0, 3, 0, 3, 1, 3, 0, 11, 3, 1, 0, 9, 7, 2, 1, 0, 2, 11, 0, 2, 2, 0, 4, 2, 2, 0, 0, 1, 2, 1, 0, 0, 2, 6, 0, 1, 0, 6, 0, 11, 1, 0, 1, 0, 1, 1, 0, 1, 3, 0, 0, 2, 0, 0, 0, 3, 0, 1, 1, 0, 1, 4, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 2, 4, 0, 1, 0, 3, 0, 6, 1, 7, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 3, 0, 6, 4, 0, 0, 0, 0]",0.32057288505886633,1.3626373626373627
122,201,201,144,"[0, 0, 2, 0, 10, 5, 2, 1, 1, 0, 4, 4, 1, 2, 2, 3, 0, 0, 0, 10, 1, 0, 10, 3, 0, 2, 1, 0, 10, 0, 4, 3, 0, 1, 0, 0, 0, 10, 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 2, 0, 5, 0, 0, 0, 0, 0, 1, 3, 0, 0, 0, 4, 0, 0, 1, 1, 0, 0, 0, 1, 1, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 2, 2, 0, 0, 1, 1, 0, 10, 0, 4, 1, 0, 0, 1, 0, 0, 0, 2, 2, 0, 2, 2, 0, 1, 0, 0, 5, 1, 4, 1, 0, 1, 0, 2, 0, 0, 1, 0, 1, 0, 0, 1, 0, 1, 0, 0, 0, 1, 1, 0, 1, 3, 0, 0, 0, 4, 0, 3, 0, 0, 3, 0, 10, 0, 0, 10, 0, 0, 0, 0, 4, 0, 2, 0, 10, 3, 0, 0, 2, 5, 4, 0, 0, 2, 0, 5, 0, 2, 0, 4, 0, 0, 1, 0, 0, 0, 0, 0, 2, 1, 0, 2, 2, 5, 4, 4, 1, 2, 0, 1, 1, 1, 0, 0, 10, 0, 0, 0, 0, 0]",0.28192371475953565,1.0
123,22,22,8,"[0, 1, 1, 0, 2, 2, 1, 2, 2, 1, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.2727272727272727,1.0
124,276,276,285,"[0, 0, 2, 0, 13, 1, 0, 4, 1, 13, 1, 1, 2, 0, 0, 0, 0, 5, 0, 0, 1, 0, 1, 0, 5, 1, 2, 5, 0, 1, 0, 3, 3, 1, 1, 0, 0, 3, 2, 0, 0, 12, 2, 0, 0, 5, 0, 13, 1, 13, 0, 1, 3, 4, 1, 13, 1, 2, 3, 1, 0, 5, 13, 0, 0, 0, 5, 1, 3, 1, 3, 0, 0, 0, 0, 3, 2, 0, 0, 0, 1, 0, 5, 0, 2, 0, 1, 3, 6, 1, 0, 1, 0, 0, 4, 1, 2, 13, 0, 0, 2, 3, 2, 2, 2, 0, 3, 0, 3, 0, 0, 0, 0, 3, 0, 3, 0, 13, 0, 0, 3, 0, 0, 3, 0, 5, 0, 2, 0, 6, 0, 0, 0, 3, 5, 1, 13, 0, 2, 5, 0, 13, 1, 5, 6, 2, 0, 5, 0, 0, 1, 3, 1, 1, 5, 0, 6, 1, 0, 0, 0, 0, 3, 0, 13, 0, 2, 1, 0, 1, 9, 1, 7, 0, 4, 0, 0, 0, 0, 0, 3, 0, 0, 0, 3, 0, 1, 1, 0, 1, 3, 0, 0, 0, 1, 0, 13, 1, 0, 0, 1, 3, 3, 1, 0, 1, 0, 13, 1, 1, 2, 4, 4, 1, 0, 2, 0, 1, 3, 3, 1, 0, 3, 0, 2, 0, 0, 0, 2, 7, 1, 0, 0, 5, 4, 0, 0, 4, 1, 0, 2, 0, 13, 0, 6, 1, 0, 0, 3, 0, 1, 5, 1, 0, 7, 0, 5, 3, 0, 3, 0, 3, 0, 0, 2, 0, 0, 0, 6, 7, 0, 3, 0, 0, 0, 0]",0.3526692912562478,1.8666666666666667
125,249,249,235,"[0, 3, 1, 0, 3, 2, 0, 3, 2, 0, 3, 4, 0, 0, 5, 4, 4, 1, 0, 0, 1, 1, 1, 2, 8, 6, 1, 0, 1, 1, 0, 0, 0, 2, 2, 0, 0, 0, 1, 0, 2, 1, 0, 0, 1, 0, 5, 0, 3, 1, 0, 2, 0, 0, 2, 5, 1, 4, 4, 1, 0, 1, 0, 0, 1, 0, 0, 6, 8, 1, 4, 1, 1, 2, 2, 1, 0, 0, 0, 1, 1, 0, 4, 0, 5, 0, 0, 0, 1, 1, 2, 0, 2, 6, 1, 1, 0, 1, 8, 0, 0, 1, 3, 6, 3, 1, 2, 1, 6, 8, 2, 3, 0, 0, 1, 3, 0, 3, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 8, 6, 0, 8, 0, 0, 1, 3, 2, 6, 3, 2, 2, 0, 1, 1, 3, 2, 6, 3, 2, 2, 2, 2, 0, 1, 4, 2, 1, 4, 3, 2, 6, 3, 2, 2, 2, 2, 0, 5, 0, 4, 1, 4, 2, 1, 4, 1, 0, 6, 0, 5, 0, 0, 2, 1, 0, 0, 6, 4, 8, 5, 2, 0, 1, 0, 3, 2, 0, 4, 0, 6, 2, 0, 5, 0, 1, 5, 1, 0, 0, 0, 4, 1, 4, 0, 0, 1, 1, 1, 8, 4, 6, 3, 2, 5, 2, 1, 2, 5, 0, 2, 1, 5, 0, 2, 0, 6, 0, 0, 0, 0, 4, 8, 0, 0, 0, 0]",0.4397590361445783,1.0
126,270,270,330,"[0, 0, 2, 0, 16, 5, 0, 5, 0, 16, 1, 2, 0, 0, 2, 0, 0, 1, 0, 3, 4, 2, 7, 2, 1, 0, 0, 0, 3, 4, 0, 1, 0, 0, 2, 0, 7, 1, 0, 0, 1, 4, 7, 1, 1, 2, 1, 16, 0, 1, 1, 0, 16, 1, 0, 3, 5, 0, 0, 2, 0, 2, 3, 0, 0, 0, 0, 4, 0, 16, 0, 1, 7, 7, 0, 0, 0, 3, 0, 7, 0, 0, 0, 1, 1, 1, 2, 0, 0, 7, 0, 0, 16, 1, 1, 1, 0, 1, 0, 1, 4, 2, 7, 3, 2, 0, 0, 16, 0, 2, 3, 0, 0, 0, 16, 0, 5, 1, 3, 1, 2, 5, 0, 7, 1, 6, 2, 0, 0, 0, 5, 1, 0, 0, 0, 1, 2, 5, 1, 0, 1, 16, 0, 1, 2, 4, 1, 0, 1, 1, 4, 1, 0, 16, 2, 0, 2, 0, 5, 1, 7, 0, 16, 0, 4, 7, 0, 0, 0, 0, 4, 2, 0, 4, 3, 0, 0, 1, 2, 1, 16, 0, 0, 7, 0, 1, 4, 1, 5, 1, 0, 1, 1, 0, 5, 0, 16, 0, 1, 0, 0, 1, 7, 4, 2, 0, 16, 2, 2, 0, 0, 1, 2, 0, 2, 1, 0, 3, 4, 2, 5, 1, 3, 0, 0, 16, 0, 7, 1, 16, 1, 0, 2, 0, 3, 2, 5, 0, 0, 0, 7, 1, 0, 0, 0, 0, 0, 0, 2, 4, 0, 7, 2, 3, 0, 0, 1, 0, 0, 2, 0, 16, 1, 0, 0, 0, 0, 0, 0, 0]",0.3807407407407407,1.0
127,246,246,249,"[6, 0, 6, 4, 0, 0, 7, 0, 0, 10, 1, 10, 6, 4, 1, 0, 0, 1, 0, 0, 3, 0, 2, 6, 5, 2, 3, 1, 0, 0, 0, 10, 3, 2, 0, 0, 0, 0, 1, 0, 0, 7, 1, 0, 0, 6, 0, 1, 1, 5, 0, 5, 0, 3, 1, 0, 0, 0, 0, 2, 1, 7, 9, 1, 3, 1, 6, 4, 1, 1, 0, 2, 4, 0, 6, 1, 3, 3, 0, 0, 1, 0, 0, 0, 0, 0, 3, 0, 1, 2, 9, 1, 4, 0, 3, 1, 0, 0, 6, 0, 3, 0, 1, 0, 10, 3, 2, 0, 1, 10, 0, 5, 1, 1, 3, 0, 3, 0, 0, 0, 3, 0, 3, 0, 1, 3, 0, 3, 0, 9, 0, 0, 1, 10, 3, 0, 1, 2, 1, 1, 3, 0, 1, 1, 0, 1, 0, 3, 0, 10, 4, 2, 0, 3, 0, 4, 2, 7, 0, 1, 1, 0, 2, 1, 0, 3, 6, 0, 0, 0, 10, 4, 0, 0, 0, 0, 1, 0, 0, 1, 6, 1, 2, 3, 6, 0, 0, 3, 0, 2, 0, 0, 10, 6, 1, 2, 4, 4, 0, 3, 3, 0, 0, 0, 1, 2, 3, 6, 2, 0, 0, 0, 4, 1, 10, 0, 0, 5, 0, 0, 2, 4, 0, 1, 0, 2, 1, 0, 0, 10, 4, 3, 0, 0, 2, 2, 0, 0, 1, 0, 5, 6, 0, 0, 0, 0]",0.3791134339914828,1.4181818181818182
128,295,295,402,"[0, 0, 5, 0, 12, 3, 0, 1, 0, 4, 0, 1, 0, 0, 0, 0, 2, 1, 3, 5, 0, 12, 0, 0, 0, 0, 1, 1, 0, 3, 0, 4, 1, 4, 0, 0, 0, 1, 5, 0, 0, 1, 2, 6, 1, 0, 6, 0, 0, 3, 0, 0, 1, 4, 0, 0, 6, 1, 0, 6, 1, 0, 0, 3, 0, 0, 0, 2, 0, 0, 0, 2, 4, 0, 0, 0, 2, 0, 0, 5, 1, 0, 0, 0, 0, 12, 3, 3, 0, 1, 2, 1, 3, 3, 0, 1, 2, 0, 1, 1, 0, 0, 5, 0, 0, 4, 0, 12, 0, 0, 12, 3, 0, 0, 16, 0, 1, 0, 16, 1, 6, 16, 2, 1, 16, 2, 3, 0, 16, 0, 5, 1, 12, 0, 0, 5, 0, 0, 2, 3, 3, 5, 3, 0, 4, 0, 0, 6, 1, 0, 16, 0, 16, 0, 16, 4, 0, 0, 16, 3, 0, 0, 1, 1, 3, 0, 1, 0, 3, 0, 16, 0, 4, 0, 16, 2, 1, 4, 0, 0, 1, 12, 0, 0, 0, 12, 0, 16, 6, 16, 0, 16, 0, 16, 2, 6, 1, 16, 6, 16, 4, 4, 0, 2, 0, 0, 1, 0, 3, 0, 0, 0, 5, 2, 0, 5, 2, 5, 2, 0, 0, 4, 0, 0, 4, 0, 1, 0, 0, 4, 1, 0, 5, 6, 1, 3, 5, 0, 12, 0, 0, 12, 1, 0, 3, 2, 2, 0, 1, 0, 1, 0, 3, 5, 0, 0, 0, 1, 0, 0, 0, 5, 0, 2, 12, 0, 4, 3, 6, 2, 12, 4, 1, 3, 0, 0, 0, 2, 12, 3, 0, 3, 0, 0, 3, 3, 1, 1, 3, 1, 0, 0, 0, 0, 0]",0.39005649717514124,1.0
129,267,267,241,"[0, 0, 4, 0, 0, 0, 0, 1, 1, 4, 0, 0, 2, 0, 1, 0, 5, 2, 0, 0, 0, 5, 0, 0, 1, 0, 1, 3, 1, 8, 1, 1, 1, 0, 1, 1, 1, 8, 0, 0, 2, 1, 0, 0, 3, 0, 1, 5, 0, 1, 5, 2, 0, 1, 1, 1, 10, 1, 0, 3, 7, 4, 5, 0, 10, 1, 0, 0, 0, 5, 7, 0, 0, 2, 0, 0, 0, 0, 0, 10, 0, 6, 0, 0, 1, 10, 0, 0, 1, 5, 1, 8, 0, 1, 0, 0, 1, 0, 4, 0, 1, 2, 1, 1, 0, 0, 1, 1, 0, 0, 0, 0, 1, 0, 2, 1, 0, 0, 0, 0, 0, 0, 0, 3, 0, 2, 10, 0, 1, 10, 0, 0, 8, 0, 0, 0, 0, 0, 7, 2, 1, 1, 2, 3, 0, 0, 1, 0, 0, 0, 4, 1, 0, 1, 10, 0, 3, 3, 0, 8, 0, 2, 3, 1, 3, 1, 0, 1, 8, 7, 0, 0, 7, 3, 0, 1, 6, 0, 1, 10, 0, 0, 0, 0, 1, 1, 1, 1, 0, 4, 1, 1, 1, 3, 10, 3, 0, 1, 10, 1, 0, 1, 3, 1, 2, 0, 3, 0, 0, 0, 4, 7, 0, 0, 1, 1, 0, 3, 0, 5, 2, 3, 0, 0, 0, 0, 0, 0, 2, 10, 0, 2, 1, 0, 8, 0, 8, 0, 5, 1, 0, 0, 2, 1, 5, 0, 1, 3, 0, 1, 3, 0, 0, 3, 0, 7, 0, 0, 0, 4, 0, 8, 7, 0, 0, 0, 0]",0.2910112359550562,1.0
130,25,25,1,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]",0.0,1.0
131,257,257,322,"[5, 6, 0, 6, 5, 9, 1, 0, 0, 4, 1, 0, 1, 1, 2, 1, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 10, 1, 2, 9, 5, 0, 6, 2, 0, 1, 9, 2, 5, 1, 1, 2, 5, 1, 5, 2, 0, 4, 1, 9, 9, 0, 5, 2, 5, 2, 0, 1, 0, 0, 9, 6, 5, 6, 4, 2, 3, 2, 4, 0, 1, 0, 9, 5, 5, 0, 0, 0, 1, 6, 5, 2, 2, 3, 2, 9, 0, 0, 6, 5, 4, 4, 0, 0, 0, 0, 0, 5, 0, 1, 9, 1, 5, 1, 10, 0, 4, 2, 0, 9, 4, 0, 9, 0, 0, 0, 1, 0, 9, 1, 1, 0, 0, 0, 4, 4, 6, 1, 1, 1, 2, 0, 10, 0, 2, 0, 0, 1, 0, 9, 6, 1, 4, 0, 3, 1, 0, 10, 1, 0, 0, 9, 4, 0, 0, 9, 5, 0, 2, 1, 5, 0, 10, 0, 10, 0, 2, 0, 5, 1, 1, 1, 1, 10, 0, 1, 0, 4, 0, 3, 5, 0, 3, 1, 5, 2, 2, 4, 0, 0, 10, 0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 11, 0, 9, 0, 5, 0, 9, 0, 10, 1, 1, 5, 5, 1, 2, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 4, 2, 2, 2, 11, 0, 9, 0, 0, 0, 0, 0, 0, 0, 2, 0, 4, 1, 0, 0, 0, 0, 9, 5, 0, 0, 0, 0]",0.4255748142907676,1.1363636363636365
132,226,226,220,"[0, 0, 3, 0, 3, 6, 0, 1, 1, 1, 0, 1, 11, 4, 9, 0, 11, 0, 0, 0, 0, 0, 0, 3, 0, 3, 6, 2, 4, 1, 0, 1, 2, 1, 0, 0, 11, 0, 0, 0, 3, 1, 11, 0, 0, 4, 8, 4, 0, 0, 11, 4, 0, 1, 2, 11, 1, 2, 4, 4, 3, 0, 8, 1, 0, 0, 0, 0, 2, 0, 11, 0, 0, 0, 11, 1, 0, 1, 8, 0, 4, 4, 1, 3, 2, 0, 0, 6, 0, 2, 0, 8, 1, 0, 0, 4, 4, 1, 3, 0, 2, 1, 0, 1, 1, 0, 8, 0, 3, 0, 8, 1, 0, 1, 0, 0, 0, 0, 1, 2, 1, 2, 4, 6, 0, 3, 0, 0, 4, 2, 0, 1, 0, 1, 1, 0, 2, 1, 3, 2, 0, 0, 1, 4, 11, 1, 1, 8, 1, 0, 0, 3, 0, 1, 0, 1, 0, 0, 0, 0, 0, 8, 1, 0, 0, 0, 8, 1, 0, 0, 3, 0, 0, 1, 3, 0, 0, 3, 0, 3, 0, 3, 0, 0, 0, 1, 0, 0, 0, 3, 1, 0, 0, 2, 0, 1, 0, 4, 3, 6, 0, 0, 0, 0, 0, 0, 0, 1, 2, 11, 1, 2, 0, 11, 1, 1, 0, 3, 6, 1, 0, 6, 0, 0, 0, 0]",0.34666130329847145,1.1666666666666667
133,278,278,310,"[8, 0, 3, 9, 1, 4, 4, 2, 1, 4, 4, 0, 0, 4, 4, 0, 1, 0, 0, 9, 7, 3, 3, 0, 1, 0, 1, 4, 1, 2, 2, 1, 0, 3, 1, 3, 0, 0, 0, 0, 1, 11, 0, 2, 1, 0, 0, 0, 1, 2, 1, 0, 1, 0, 24, 3, 0, 9, 1, 0, 3, 9, 1, 0, 3, 4, 4, 0, 4, 1, 8, 1, 0, 1, 1, 1, 3, 1, 0, 8, 9, 1, 11, 1, 4, 0, 0, 0, 0, 5, 3, 4, 0, 2, 4, 0, 5, 2, 0, 3, 1, 3, 0, 1, 11, 1, 2, 8, 7, 9, 1, 1, 8, 0, 0, 0, 2, 0, 0, 0, 1, 9, 3, 0, 0, 0, 1, 3, 0, 8, 0, 4, 0, 0, 1, 0, 9, 0, 2, 4, 2, 0, 0, 2, 2, 0, 5, 2, 1, 0, 0, 0, 9, 0, 0, 0, 5, 0, 0, 0, 8, 1, 1, 9, 1, 2, 1, 3, 2, 1, 1, 4, 0, 0, 1, 0, 0, 2, 1, 1, 7, 0, 2, 1, 1, 1, 1, 1, 0, 0, 2, 0, 0, 9, 11, 2, 0, 0, 0, 0, 0, 0, 1, 4, 0, 9, 4, 1, 2, 0, 1, 0, 1, 1, 0, 2, 2, 3, 0, 3, 7, 9, 0, 1, 4, 3, 3, 7, 0, 8, 0, 0, 0, 0, 0, 1, 4, 2, 2, 0, 0, 2, 0, 7, 2, 0, 0, 0, 0, 3, 0, 3, 7, 1, 8, 1, 1, 9, 1, 2, 1, 5, 1, 0, 1, 1, 3, 1, 0, 0, 0, 0, 9, 7, 0, 0, 0, 0]",0.38338096321361886,2.371212121212121
